"","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","analytename","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","county","smc_lu","latitude","longitude","probabilistic","SiteDate","Year"
"39","403M05795_2017","403M05795",49763,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Cypermethrin","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"40","403M05795_2017","403M05795",49767,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Deltamethrin","Total","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"41","403M05795_2017","403M05795",49772,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Esfenvalerate","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"42","403M05795_2017","403M05795",49776,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00021,0.00066,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"43","403M05795_2017","403M05795",49779,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Fenvalerate","Total","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"44","403M05795_2017","403M05795",49791,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Permethrin-1","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"45","403M05795_2017","403M05795",49795,2017-06-05,"grab","sediment",1,1,"EPA 8270C","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,7e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:22:59,"true",NA,"403M05795",403,"Santa Clara","Los Angeles","Open",34.60898,-118.77961,"true","403M05795_2017-06-05",2017
"46","403M05832_2019","403M05832",129481,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Bifenthrin","Total","ug/g dw",0.000884,"=",0.00022,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"47","403M05832_2019","403M05832",129510,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Cyfluthrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"48","403M05832_2019","403M05832",129518,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Cypermethrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"49","403M05832_2019","403M05832",129522,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Deltamethrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"50","403M05832_2019","403M05832",129526,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Esfenvalerate","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"51","403M05832_2019","403M05832",129530,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00021,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"52","403M05832_2019","403M05832",129534,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Fenvalerate","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"53","403M05832_2019","403M05832",129628,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Permethrin-1","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"54","403M05832_2019","403M05832",129632,2019-06-27,"grab","sediment",1,1,"EPA 8270D_NCI","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"403M05832",403,"Santa Clara","Los Angeles","Open",34.54997,-118.50855,"true","403M05832_2019-06-27",2019
"55","403S01136_2011","403S01136",61540,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000405,0.00081,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"56","403S01136_2011","403S01136",98537,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000324,0.000648,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"57","403S01136_2011","403S01136",61542,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000486,0.00097,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"58","403S01136_2011","403S01136",98538,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000324,0.000648,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"59","403S01136_2011","403S01136",61543,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000324,0.000648,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"60","403S01136_2011","403S01136",98539,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.0013,0.00259,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"61","403S01136_2011","403S01136",98540,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00113,0.00227,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"62","403S01136_2011","403S01136",98541,2011-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",0.0162,"=",0.00194,0.00389,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01136",403,"Santa Clara","Los Angeles","Open",34.62762,-118.74403,"true","403S01136_2011-06-13",2011
"63","403S01536_2011","403S01536",98670,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000351,0.000702,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
"64","403S01536_2011","403S01536",61669,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000281,0.000562,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
"65","403S01536_2011","403S01536",98671,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000421,0.000843,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
"66","403S01536_2011","403S01536",61671,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000281,0.000562,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
"67","403S01536_2011","403S01536",61672,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000281,0.000562,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
"68","403S01536_2011","403S01536",98672,2011-07-12,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00112,0.00225,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"403S01536",403,"Santa Clara","Los Angeles","Open",34.56909,-118.39212,"true","403S01536_2011-07-12",2011
